Fecha,AL30,ALUA,AUSO,BMA,BYMA,CEPU,CGPA2,COME,CVH,DICP,EDN,GGAL,LOMA,MIRG,MOLA,MOLI,MORI,PAMP,PR13,SUPV,TC23,TECO2,TGNO4,TGSU2,TRAN,TX26,TXAR,VALO,YPFD
2/12/2022,7530,164.25,285,457.3,204,178.75,160,18.05,832,4305,118.2,266.2,427,4300,3055,190,17.5,376.7,796,120.4,794.8,305,265,646,148,211.5,184,62,2732
1/12/2022,7630,168,270,463.25,205.75,184.4,157.75,17.9,792,4295,118.75,263,441,3939,2840,190,16.1,380,780,120.95,785,288,259,657,141.75,209,184.25,61.6,2754
30/11/2022,7470.5,166.5,253.5,466.3,205,180.5,155.5,18.2,780,4250,117.2,260.5,436,3860,2785,188,16.1,375,788.5,117.25,783,290,249,646.85,131,206.85,185.25,59,2736
29/11/2022,7200,164,247,446.5,194.75,183,154,18.5,753,4225,118,255,433,3851.5,2755,187,15.85,376,799,114.5,778,293,241.75,644,129,199.5,188,58.8,2784.6
28/11/2022,7072,157.5,239.5,445,190,177,155.5,18.7,758,4140,118,252,414.7,3776,2747.5,180.5,15.5,360.4,795,115,777.5,278.5,229,601.5,123,196.4,185,58.4,2706.35
25/11/2022,7070,152.5,240,453.25,190.75,176,152,18.35,752,4150,117,252,420,3760,2788,179.5,16,355.95,786,116.85,779,289.45,222.75,606.5,123,196.8,184.5,58.6,2680
24/11/2022,7163,151,238,444.5,192,170,146,18.45,740,4185,116.25,247.5,430,3777,2730,179,16.7,347.5,787,113.5,779,288,213,593,120.5,197.15,189,58.3,2570
23/11/2022,6975,149,225,434.2,189,166,133,17.9,733,4200,115.3,245,419.5,3721.5,2722,183,16.5,346,790,111.1,770,282,214,586,116,197.3,181,58.6,2510
22/11/2022,6910,151,221.25,433.6,190.5,159,128,17.5,718.5,4130,117.6,242.05,428.15,3700,2780,184,16.55,348,790.3,110,767,280.95,213.5,597.6,118.5,197.2,187,58.6,2508.4
21/11/2022,6704,155,236.25,427.5,194.75,159,118.5,16.45,717,4215,119.35,242.55,423.65,3747,2808,177.25,16.6,350.75,782.3,111.15,762.2,271.8,207.5,576,119.75,197.85,184,59.1,2480.6
18/11/2022,6697,155,239,427.75,194.5,159,119,16.4,717,4200,119.5,242.55,420,3744.5,2734,177,16.6,351.85,782.3,111.6,764,271.5,207,576,119,198.3,184.75,58.9,2480
17/11/2022,6995,153.5,234,430,190,152.85,116.5,16.2,702.5,4080,118,242,409.8,3749,2819.5,169.5,16.5,348.25,780,111.75,762,264,198.5,573,116,197.5,181.5,59,2494
16/11/2022,7056,150.25,235,420,191.75,150,116.75,16.149,700.5,4015,116,238.8,400,3780,2785,169,16.3,341,755,115.5,755,265,201.5,565,113.75,199.15,177.75,58.9,2500
15/11/2022,6730.5,150.75,239.5,424,186.75,153,111,16,691.5,4110,113.5,239.95,395,3820,2790,168.5,16.2,345,750,116,758,257.8,192.5,570,106.5,200.95,177.25,58.4,2600.25
14/11/2022,6346,149,229,423,181.5,151,108,15.4,690,4167.5,109.5,237,397.05,3849,2766,171,16.4,334,749,116,758,252.9,179.5,552.35,104,202.5,179.75,58.4,2520
11/11/2022,6182,146.5,230.5,424.1,176,146.9,104,15.1,684.5,4186,105,238.85,396,3710,2801,171.5,16.65,321.5,752,116.2,755.1,245.65,172,528.4,102,202.4,185.75,57.5,2390
10/11/2022,6167,142.5,232.75,409.5,171,140.8,100.25,14.55,700,4195,101.75,230.75,381.85,3645,2800,169,16.3,311.5,789,114.6,758.9,250,164.5,505,99,202.4,179,54.5,2230
9/11/2022,5960,137,224,409.5,167,140,102.5,14,709.5,4214.5,103,227.1,384.5,3630,2900,166.25,16,309.5,776.9,116.75,752,246.5,162,507,96.4,203.15,174.25,53.1,2196
8/11/2022,6037,132.5,235,433.05,169,147,100.5,14.4,717,4319,104.75,236,409.5,3740,2950,171,16.4,319,775,119.15,751.8,253,168,540,97.9,203.45,171,54,2377
7/11/2022,5914,133.5,240,438,170,149.5,103,14.45,712,4380,106.5,237.4,417.3,3817,2940,167.5,16.55,308.8,782,118.6,751.7,251,168,552.6,99.2,203.15,166.5,53.8,2410
4/11/2022,5799,139,242,459.6,171.5,156.8,100.5,14.6,725,4460,109.55,242.8,422.55,3871.5,2797.5,169,16.85,316.45,770.5,120.5,749.5,259.7,176.5,575.3,101.5,205.8,170.75,54,2469.65
3/11/2022,5815,140,251.5,454.7,170.75,153.95,101.75,14.5,723,4460,108.95,241.35,411,3859.5,2802.5,164.25,16.95,312.65,772,118.4,747,261.5,168.75,561.75,99.3,205.7,172,53.4,2499.8
2/11/2022,5790,143,252,456.05,172.5,150.8,101.5,14.6,727,4390,109.6,239.05,398.3,3933.5,2817.5,167,17.2,308.4,770.5,117.4,743.8,256.2,168.75,552.2,101,204,174.25,53.5,2432.75
1/11/2022,5880,143,248.25,471.8,173,150.55,99.9,15.05,740,4475,110.5,248.4,414.3,3995,2864,169.75,17.15,318.75,780,119.95,747,262.8,174,556.85,103.5,207.7,178.75,53.6,2509.5
31/10/2022,5775,143.75,242,459.55,173,152.6,102.75,14.9,717,4459.5,110.95,238.9,425.1,3929,2899,172.5,17.25,312.25,785,117.65,748,258.85,171.25,536.75,99.6,208.25,177.75,53.2,2361.1
28/10/2022,5798,138.75,240,452.8,174.5,146.7,105,14.55,723,4467,113,235.65,407.85,3795.5,2899,172.5,17,312.05,801.5,114.75,742,258,166.5,522.95,98.5,210.35,176,53.4,2354.55
27/10/2022,5834,136,240.75,461.05,170.5,144.15,102,14.4,715,4489.5,112.8,240.3,400.9,3744.5,2939.5,171.25,16.8,310.65,799.2,116.6,729,261.649,162.25,522.45,95.8,209.15,173.25,55,2429.6
26/10/2022,5859,131.25,243,450.45,169.75,137.55,103.75,14.4,711,4450,109.15,238.8,401.3,3705.5,2968.5,171.75,17,300.95,790.6,117.15,727.9,259.05,153.5,499.4,93.9,208.95,164.5,57.1,2392.3
25/10/2022,5962,127,243,455.15,171.25,134.15,100.5,14.05,710,4445,112.3,242.75,405,3668.5,2990.5,169.5,16.5,301.1,805.5,116.95,728.5,259,148.5,482.35,94.5,208.7,159.5,58.5,2352.45
24/10/2022,5851,124.25,242.25,442.4,169.75,125.95,100,13.6,706.5,4480,101.85,237.75,400.55,3639.5,2931,169.25,16.45,285.7,808,114.05,722,248.9,138.5,475.9,87.8,210,156.25,59.2,2255.35
21/10/2022,5530,120.5,236.5,448.85,170,129.699,103.25,13.75,704.5,4474,101.1,238.8,392.55,3613,2998,165.75,16.75,287.05,829.9,110.8,719,249.2,132.5,491.1,85.9,209.9,152.75,58.8,2190.8
20/10/2022,5404,119.5,234,441.55,169.25,124.45,99.1,13.8,694,4530,98.55,233.1,386,3559.5,2924,156.75,16.8,282.15,817,110,715.1,241.05,132.25,477.95,84,212,150,59,2132.9
19/10/2022,5360,120.25,236.75,444.6,170.25,126.2,104,13.95,703.5,4482.5,99.45,228.4,389.5,3556.5,2880.5,155.75,16.95,282.25,809.9,109.55,713.6,245.15,134,471.7,85.5,212.45,151,59.5,2140.5
18/10/2022,5400,122.5,233.25,446.85,174.25,130.15,104,14,727.5,4484,100.2,227.45,400.05,3598,2981.5,166,17,282.8,808,112.45,711,246.55,139,474.6,87.8,213.95,149.75,60.4,2137.75
17/10/2022,5410,125,239.25,447.4,177,133.95,103.75,14.3,729,4489,100.15,229.15,388.8,3595.5,3027.5,171,16.8,284.15,804.9,112,710,251,142,471.95,87.6,215.1,151.25,61.2,2181.45
14/10/2022,5453.5,126.5,237.75,441.2,178.5,130.9,103.25,14,739.5,4460,100.2,225.75,395.75,3598.5,3115.5,170.5,17.25,280.95,815,112,705,243.4,143,475.95,88.4,216.4,149,61.3,2105
13/10/2022,5625,127.75,238.5,451,179.5,135.35,99,14.4,755,4445.5,101.95,231.5,416.8,3690,3000,171,17.65,288.2,807,113.7,704.4,253.6,147.75,496.25,90,216.7,151,61.6,2172.6
12/10/2022,5538,127.5,229.75,435.15,178.25,131,94.9,14.1,740,4480,100,225.45,405,3646,2967,169.5,17.35,274.35,841.5,108.75,704.1,246.8,145.75,480.25,85.6,220.4,149,61.5,2037
11/10/2022,5434,126.75,239.75,438.4,176.5,130.949,98,14.35,726,4550,102,231.45,399.15,3639.5,2980.5,172,17.1,279.85,856,109,706.3,252.05,149,477.25,86.5,221.7,147.75,60.7,2055.699
10/10/2022,5515,134,248.25,465.55,181.5,139.6,106.5,15.1,741,4570,105.2,241.25,419.55,3760,3088,170,18,300,835,113.9,702.5,266.15,159.75,511.5,91.3,222.95,153.5,61.5,2233
7/10/2022,5515,134,248.25,465.55,181.5,139.6,106.5,15.1,741,4570,105.2,241.25,419.55,3760,3088,170,18,300,835,113.9,702.5,266.15,159.75,511.5,91.3,222.95,153.5,61.5,2233
6/10/2022,5515,134,248.25,465.55,181.5,139.6,106.5,15.1,741,4570,105.2,241.25,419.55,3760,3088,170,18,300,835,113.9,702.5,266.15,159.75,511.5,91.3,222.95,153.5,61.5,2233
5/10/2022,5686.5,133,245,480.55,181.75,145.8,105,15,736.5,4540,106.1,247.55,417.05,3774.5,3058,167.75,17.9,300.05,842,117.3,708,267.45,158,508.8,92.2,221.4,154.5,61.1,2307.65
4/10/2022,5798,137.75,237,479.9,184.5,140.75,103.75,14.7,721,4525,106.6,250.2,414.95,3799,3005.5,170,18.05,295.55,830,117.4,704.8,262.85,154.5,480.85,93.8,221,157.25,62,2139.7
3/10/2022,5773,139.25,234.5,474.9,179.75,142.35,103.5,14.95,728,4530,106.6,249.95,409.15,3807.5,2900,173,18.3,298.2,824,115.2,704,262,155,474.8,92.8,222,162.5,62.3,2113.4
30/9/2022,5475,136.25,229.5,437.3,171.25,138.55,103,14.2,714,4570,105,234.1,389.95,3814.5,2797,166,18.15,283.45,814.6,106.9,702,252.2,152.25,458.55,92,224.7,165,61.5,1940.45
29/9/2022,5590,133.75,230,442.4,173.5,132.85,99.5,13.75,695,4570,102.55,231.15,382,3737.5,2714,167.75,18.6,284.9,808.9,105.5,699,251.9,153,452.95,92.9,223.3,165.75,61.8,1928.4
28/9/2022,5735,132.75,224.25,442.4,177,129.15,100.5,13.4,717.5,4550,102.5,233.25,379.9,3724,2721.5,171.5,18.2,285.2,804.9,108.5,698.9,252.8,152.5,446.75,91.3,225.3,161,61.9,1976.05
27/9/2022,5480,132.75,223.25,444.45,178.75,126.2,98.3,13,697,4500,95.15,229,364.15,3737,2721.5,171,17,275.25,806,107.25,699.7,246.65,150.25,428.05,86.8,224.35,161.25,61.9,1919.35
26/9/2022,5859,135,229,463.9,186,127.05,103.25,13.65,704,4550,95.4,242.55,369.35,3745.5,2804.5,175,16.3,279.85,792,107.9,697,245,149.5,427.95,89.3,224.65,161.5,62.9,1953.9
23/9/2022,6150,136,231,488.55,191.5,133.9,103.5,14.75,738.5,4535,94.1,257.6,379.9,3891.5,2785,175,16.7,294.85,809.7,113.3,695,261.05,159.5,450.55,94.1,223,163.25,64.599,1961.75
22/9/2022,6361,134.75,233.5,511.15,191.75,141.15,105.75,15.2,766.5,4540,96.55,269.9,401,4043.5,2914.5,178,17.25,311.75,811.5,113.55,691,279.15,166,487.5,99.7,223.75,162.75,64.099,2180.3
21/9/2022,6385,134,238.75,505.7,187.75,137.95,107,14.9,740,4500,97.25,268.95,398,4039,2885,182.75,17,308,816,115.2,684.5,267.95,166,474.5,99.7,221,158.75,64.3,2116.9
20/9/2022,6360,132.75,246,507.1,186.25,143.95,108.25,15,750,4500,97.1,268.8,401.6,4066.5,2888.5,183.5,17.05,307.4,821.4,115.05,687.9,272.05,172.25,475.35,101,218,155.5,64.8,2185.85
19/9/2022,6445,133.5,248.25,519.1,186.25,148.3,110.5,15.25,779,4505,97.8,270.75,402.25,4097,3013.5,189.5,17.75,316.7,819,114.9,683.8,279.2,176.75,491.4,101.5,215,160,65.099,2200.5
16/9/2022,6306,133.75,240,490.6,186,139.2,117.5,15.55,777,4490,97.2,259.35,384.75,4038,2997,188,17.75,304.15,801,113.7,686.5,265.65,173.75,465.5,102.5,214.5,161.75,65.2,2107.15
15/9/2022,6335,134.25,229.25,481.25,192.75,142,122.25,15.7,775,4450,95.7,257.95,387.6,4071.5,3174.5,186.5,18.4,301.15,786.9,113.3,684,273.1,174.25,466.55,97,212.55,164,66.3,1989.8
14/9/2022,6159.5,136.5,292,476.6,192.25,142.2,122.75,15.45,762.5,4399,96.45,257.25,383.55,4102,3320,188.25,18.55,303.3,777.1,113.05,676,276.1,172.25,471.55,96,211,170,66.3,2078.949
13/9/2022,6116,139.75,284,456.3,185.25,134,119.25,15.2,746.5,4399,95.5,251.25,373,4092.5,3350.5,186.5,18.9,291.95,767,110.1,677.4,267.3,168,436.7,92.7,207.2,169.75,66.3,2010.15
12/9/2022,6223,141,291,468.05,184.25,136.4,123.5,15.55,747,4430,96.05,259.399,389.45,4080.5,3426.5,187.5,19.3,300.5,810,111.65,676.9,278,169.25,449.15,95.6,208,167.75,66.2,1983.6
9/9/2022,6188,140,290,472.1,181.5,135,125.5,15.75,745.5,4440,95.35,264.85,385.1,4084.5,3519,191.25,18.75,300.6,804.5,111.95,680.4,272.2,169.25,427.35,94.3,212,168.25,65.7,1971.6
8/9/2022,6227,138,281,444.4,179.75,131.25,127.5,15.6,753,4350,95.85,252.5,384.9,4048.5,3470.5,192.75,17.8,295.35,805,108.15,675,269.05,165.75,417.5,94.8,213.1,166.75,64.9,1938.4
7/9/2022,6194.5,140,276.5,444.15,181.75,136.8,128.25,15.95,756.5,4337,96.95,254.55,376.15,4140.5,3390,189.75,18.25,295.55,808,108.6,671,271.65,167.75,431.15,96,213.55,162.75,64.3,1875.85
6/9/2022,6180,144.5,273.5,420.8,189.25,127.75,119.25,16.35,731,4350,95.45,246,368.8,4147.5,3388.5,188.25,17.95,287.9,803.9,104.3,673.5,264.95,156.25,400.5,89.9,214,166,63.8,1737.3
5/9/2022,6271,144.5,282,417.75,188,126,125.75,16.35,742,4399,97.2,243.75,363.4,4214.5,3164.5,193.25,18,294.7,808.2,105.3,683,272.4,155,407.8,91.4,214.7,172,63.7,1715.8
1/9/2022,6182,147.25,270,416.4,193,122.9,127.25,16.3,741,4300,97.05,240.35,367.1,4186,2849.5,182,18.05,284,794,106.5,675,268.5,149,384,88.5,208.85,176.25,63.5,1640.65
31/8/2022,6268,145,283,415.4,192.25,124.45,128.75,16.1,754.5,4175,97.05,239.95,371.25,4261,3009.5,184.5,17.9,288.1,770.1,106.55,670,277.1,150.5,394.55,89.8,202,174.25,63.4,1604.85
30/8/2022,6235,154,298.5,433.75,200.25,126.95,131.25,16,790,4195,96.1,250.4,383.15,4428.5,3099,184.75,18.15,297.6,780,112.9,670,291.65,158,409.55,93.1,196.5,182.75,63.5,1635.95
29/8/2022,6138,150.5,299.5,432.9,198.75,133.5,130.75,16,803,4170,98.15,253.6,396,4482,3129,190.75,18.55,306.95,782,110.25,661,298.85,163.25,439.7,95.1,193.6,180.75,63.9,1717.95
26/8/2022,6240,147,273,434.1,193,131.4,127.5,15.5,775.5,4175,96.7,256.1,395.8,4274.5,3097.5,186.5,18.2,309.55,781.5,112.3,662.5,291,160,423,95.5,191.4,177.75,64,1630.7
25/8/2022,6450,145.25,264,429.95,192.75,134.9,132.5,15.65,778,4130,100.4,256.899,401.95,4327.5,3104,180,18,315.1,780,115.6,659,291.75,159,422.4,97.1,189,178.25,63.8,1655
24/8/2022,6500,144.75,249.25,431.85,198.25,125.6,126.5,15.5,755.5,4140,101.75,254.25,398.1,4267,3152,181.25,17.1,312.3,779.9,114.6,656,278.45,154.5,419.75,93.8,187,177,63.1,1580.55
23/8/2022,6313,143.75,243.75,427,204.25,121.15,121.25,15.65,729.5,4110,101.4,252.5,390.4,4211,2990.5,181,17.1,298.4,786.9,112.3,652,270.95,146.25,414.1,89.5,186.5,170,62.6,1539.15
22/8/2022,6130.5,139,240.5,409.4,205.75,115.35,111.25,15.8,720.5,4089,100.1,240.65,387.75,4225,2919.5,180.25,16.7,290.9,786.5,106.3,649.7,265.7,139,393.8,85.6,186.15,166.75,59.9,1428.3
19/8/2022,6105,142,240.75,400.2,199.75,115.8,106.5,15.55,737.5,4127,102.55,236.15,394.55,4289.5,2903.5,180.5,16.5,292.85,787.9,104.9,647,271,141.5,390,86.9,186.15,160.75,59.1,1401.55
18/8/2022,6032,143,244.25,410.05,201.5,114.8,107,15.2,727,4135,100.25,239.3,395.75,4295.5,2596,177,16.2,297.25,785,106.95,647.5,270.55,142,385.25,87,187.2,156.5,60,1417.8
17/8/2022,5950,137,230,391.4,199.25,109.9,94.1,15.05,718.5,4139,99.9,231.5,376.45,4298,2507,164.25,16,277.4,790,110.95,649,261.899,132.25,363.4,83,188,149.75,59.2,1327.8
16/8/2022,6002,140.5,231.5,387.3,199.25,108.3,92,15.25,720,4140,98.4,232.4,351.45,4383.5,2498,158.25,16,272.4,779.9,109.85,647,255.9,128.25,358.15,82.5,189.65,149,59.3,1294
15/8/2022,5943,140.75,232.25,384,203.25,113.45,93.8,15.75,747.5,4100,100,230,362.8,4355.5,2467.5,158.25,16,280.45,767,107.75,646.5,263.95,130.75,377.65,84.3,189.35,151.5,59.7,1253.05
12/8/2022,5980,140.75,232.25,371.75,205,113.45,93.8,15.75,747.5,4040,100,230,362.8,4355.5,2495,158.25,16,280.45,767.7,107.75,640.8,263.95,130.75,377.65,84.3,188.85,151.5,58.9,1253.05
11/8/2022,5980,142,231.25,371.75,205,109.1,88.5,16,730.5,4040,99.25,222.9,343.5,4365.5,2495,158.5,16,281.05,767.7,105.1,640.8,255.55,132,359.85,82.4,188.85,151.5,58.9,1183.35
10/8/2022,6060,143,233.5,362.4,199.75,108.3,85.8,16.2,745,4020,98.3,219.55,355.4,4297.5,2356,158,16.149,280,790,107,640,256.45,129.5,343.9,82.3,188.5,151.75,58,1143.8
9/8/2022,6127,141.25,230.5,371.65,194.25,111.55,83.9,15.85,700,4048,98.45,223,348.55,4037.5,2397,156,16.2,280.7,789,102,643.5,258,129,344.2,83.7,186.55,152.5,56.9,1141.7
8/8/2022,6281,140.75,235.75,388.5,200.25,114.9,83.9,16,712.5,4050,98,228.35,350.6,4039,2499,154.75,16.05,284.5,790,104.55,642,260.899,135,354.65,87.1,187.1,153.5,57.2,1151.05
5/8/2022,6150,136,225.25,370.15,200.25,113.8,80.2,16,691.5,4017.5,100.05,222.2,342.95,3981.5,2498.5,155.5,16.3,275.25,775.5,105.5,642,252.9,129.5,339.3,83.4,186.75,152.5,56.6,1088.9
4/8/2022,6200,136,217,377.9,198,110.35,73.6,15.55,687,4000,101.3,223.35,336.45,3933,2394.5,155,16.5,279.85,780,100.05,640,255,116.5,331.45,77,186,160.25,56.6,1086.55
3/8/2022,6180,138,212.25,383.8,196,110.8,71.4,15.1,677,3950,97.35,225.6,339.3,3874.5,2311.5,155,16.45,276.4,779,100.05,640,256.55,113,329.95,73.9,186,159.25,55.9,1094.45
2/8/2022,6270,138.25,208.75,378.55,193.75,107.75,71.5,15.1,678,3990,92.95,225.85,334.05,3837,2189,150,16.3,265.65,785,97.8,644.9,250,112.25,329,74.7,185.75,157.5,56,1074.15
1/8/2022,6340.5,138.75,207,363.7,198,111.1,69.6,15.35,666,4020,85.05,218.5,336,3874,2179.5,147.5,16.45,269,784,97.15,644.8,247,113,331.55,72.7,183.9,156.25,55.8,1045.2
29/7/2022,6359,141,207,384.9,210.25,114.1,71.7,15.8,680.5,3970,89,225.85,343.4,3995.5,2262,153.25,16.5,277.75,791,101.25,635,259.25,113.25,349.65,75.8,181.45,167.5,56.2,1092.65
28/7/2022,6183,147.5,203,391.8,218.5,122,72.9,16.25,711,3970,87.05,230.4,353.05,4113,2350,155.25,17.55,298.75,780,108.3,623,274,117.5,371.05,77.1,181.65,176.5,56.2,1110.45
27/7/2022,5991,146.5,195,384.55,222,117.55,72.9,16.25,707.5,3950,79,225.65,343.85,4109,2399.5,158.5,17.55,298.15,762,106.1,619,283,113.5,351.15,74.8,180.2,175.25,54.7,1127.45
26/7/2022,5641.5,139.5,177.5,364.25,205.5,106.3,72.5,15.3,700.5,3979.5,75.9,214.5,328.35,3993,2412,155,16.8,287.2,765,99.55,612,265.8,106.25,328.35,71.7,181.1,168,52.9,1079.05
25/7/2022,5448,144.75,176.75,358.75,204.5,104.1,72.3,15.75,686,3965,75.6,214.35,326.65,4039,2447,156,16.75,280.35,760,102.8,617,258.85,108.25,327.6,72.6,180.5,172.5,52.5,1048.349
22/7/2022,5495,139.25,172.5,337.5,196.75,97,69.9,15.85,660,3978,74.7,201.55,315.3,3863,2400,150.25,16.45,268.25,767,99.4,612,253.3,104,313.45,70.2,178.5,165.75,51.5,969.95
21/7/2022,5665,132.5,170.75,337.05,183.25,94.7,68.8,15.65,669,3800,72.85,199.35,320.2,3780.5,2436,149.5,16.05,270.55,753,84,600,254.35,100.5,314.85,69.3,168,159.25,49.2,996.65
20/7/2022,5454,125,164.75,319.5,175.5,92.3,65.8,15.25,650.5,3992,70.65,189.15,298.75,3585.5,2368.5,144.5,15.6,256.85,760,80.35,611,241.9,97.8,298.4,68.5,183.3,153.5,46.4,941.15
19/7/2022,5250,119.75,165.25,332.8,176.5,96.2,65,14.65,665.5,4040,69.15,194.05,296,3576,2390,144.25,15.7,261.5,762,80.85,613.9,244.65,95.2,311.25,64.9,186.1,148.25,46.55,944.95
18/7/2022,5243,114.5,169.25,323.75,174.75,95.65,64.099,14.65,672,3995,68.3,193.9,294.2,3579,2379.5,140.75,15.35,256.1,764,79,613,247,90.6,301.75,63.4,186.5,144.25,46.45,929.9
15/7/2022,5117,112.5,165.25,314.25,178,93.85,62,13.95,668.5,3940,65.7,190.65,293.95,3560.5,2418,138,14.75,253,762,76.35,610,244.3,89.5,293.35,61.6,185.25,147,46.3,906
14/7/2022,5090,107,163.25,304.05,167.5,91.35,60.3,13.3,660.5,3940,62.55,182.65,284.65,3444,2366.5,135,14.5,242.95,768.5,74.25,611,237.5,86.9,286.85,60.4,185,142,45.5,885.1
13/7/2022,5065,110.5,156,311.15,161.25,90.1,61.5,13.65,663,3905,62.35,185.35,280.05,3489,2392,134.75,14.8,247.7,765,75.75,605,248.5,87.7,295.9,60.6,192.75,148.75,46.3,896.35
12/7/2022,5045,109.5,155,319.5,169.75,93,60.6,14.1,755,3920,62.7,190.4,278.8,3464,2455.5,139.75,15.15,245.95,787,77.15,602,247.25,89,299.9,60.6,190.8,148,46.25,891.45
11/7/2022,5275,105.75,154.25,326.8,177.75,94.7,58.7,14.05,747,3750,63.7,195.7,286.85,3467.5,2398,135.5,15.25,248.7,790,78.8,590,252.6,88.7,305.2,61.9,176.65,144.75,46.1,928.05
8/7/2022,5265,104.75,154,338.5,185.25,95.45,59.6,13.65,737,3515,63.6,199.4,285.25,3524,2397.5,140,15.5,255.7,796,81.1,575,258.8,91,311.75,62.9,169.4,144.5,46.25,945.7
7/7/2022,5289,96.8,152.25,337.05,172.75,93,53.8,13.1,714,3390,60.4,196.6,300.65,3348.5,2210,141,15.15,246.5,776,79.4,570,255.45,86.7,305.55,60.7,166.25,133.75,45.65,926.5
6/7/2022,,91,138.25,311.8,1458.5,85.5,48.5,12.65,687.5,,57.25,186.75,291.85,3174.5,2044,132,14.15,222.5,,76.5,,246.7,81.4,278.35,56.8,,124,41.9,877
5/7/2022,5190,88.8,132,309.55,1337.5,81.9,47.85,12,665.5,3185,55.85,187.05,274.2,3124.5,1964,131.25,13.5,218.85,755,75.05,568,244,80.4,267.45,54.5,146.35,119.75,40,867.15
4/7/2022,5345,86.7,129.5,281.35,1311.5,74.35,45.85,11.75,632,3130,54.95,175.35,252.5,3081,1941,129.25,12.9,218.4,739,71.4,570,236.35,80.6,258.899,52.2,142.5,119.75,38.55,832.95
1/7/2022,5385.5,85,128,296.45,1253,76.4,47.3,11.5,649,3340,55.2,181.9,261.7,3137.5,1987.5,127.25,12.65,216.75,744,73.5,572,234.55,84.1,266.2,54.2,148.85,118.75,37.85,846
30/6/2022,5411.5,84.4,128,285.05,1245.5,76.4,45.8,10.8,632.5,3275,55.3,176.2,259.1,3173,1956.5,126,12.55,206.9,730,72.45,560,226.5,82.5,260.5,53.2,143,118.5,37.8,836.6
29/6/2022,5093,82.7,128,295,1223.5,75.6,45.7,10.4,629.5,3320,54.65,179.05,255.45,3143.5,1920,125.5,12.35,207.2,729.9,71.7,560,225.05,82.4,262,53.8,142,114.5,37.4,850.2
28/6/2022,4895,81.8,127.75,296.95,1235.5,76.7,46.25,10.55,622.5,3373,55.2,177.25,261.649,3175.5,1832.5,124,12.1,209.55,729.4,70.45,559.9,226.6,80,270,53.8,139.75,109,37.75,871.05
27/6/2022,4770,76.6,126.5,280.8,1216,76.25,46.85,10.35,616,3480,54.5,173.75,250,3158.5,1731.5,119.5,12.25,209.6,724.9,68.65,558.5,216.25,77.4,256.35,51.2,140.45,105.25,37.65,836.5
24/6/2022,4735,77.5,126.5,272.3,1220,74.4,43.8,9.97,615,3410,54.9,169.9,239.95,3187,1653,115.25,11.65,186.25,711,67.05,532,216.05,74.1,242.6,49.4,136.8,102.25,37.7,784.05
23/6/2022,5040,79.4,125,275.05,1230.5,74.15,47,10.3,630,3540,55.95,172.85,239.95,3245,1679.5,114.5,11.55,187.55,728,65.9,542,219.7,75,245.8,50.7,145.5,102.25,37.9,782.4
22/6/2022,5179,81.5,126,286.1,1237,77,48,10.95,635.5,3620,55.3,175.8,242.15,3375.5,1699.5,118,11.6,193.7,725.5,68.05,540,221.5,79.8,257.8,51.8,152.55,103.75,37.85,842.05
21/6/2022,5287,85.1,129.25,289.4,1240,76.4,48.05,11.15,641.5,3760,56.5,176.55,245.85,3392,1765,116,12,193.05,759.5,66.2,551,228.95,83.8,261.25,52.7,156.3,105,37.8,860.75
16/6/2022,5285,85,126,294.4,1225,77,49.6,10.65,648,3840,56.75,177.15,244,3378.5,1854,118.25,11.75,194.4,745,67.95,558,225.05,81.1,254.4,52.5,159.7,108.25,37.8,870.55
15/6/2022,5470,85.5,127.5,299.8,1201,76.05,48.9,10.55,676.5,3760,57.5,179.35,255,3419,1859.5,114.25,11.85,197.35,737.2,71,558,223.7,87.6,265.7,53.8,156.2,110,38.1,894.4
14/6/2022,5329,85.5,126,296.3,1184,74.15,48,10.35,655,3790,57.45,176.5,252.6,3373,1907.5,113.75,11.7,194.45,711,69.5,557,220.75,86.5,262.7,54.8,151.65,109.75,37.65,899.5
13/6/2022,5266.5,88.8,130.75,291.15,1185,76.15,49.15,10,653,3663,56.2,175.4,252.9,3346,1845.5,115,11.65,194.55,703.9,72.3,545,220.95,85.1,270.5,54.2,149.15,111.5,37.45,920.9
10/6/2022,5135,90.4,135.5,295,1223,75.9,52,9.77,687,3600,57.9,179.9,254.15,3395.5,1870,116.5,11.95,192.8,768,74.85,544,217.05,91.2,279.25,55.4,149,114.75,37.45,915.7
9/6/2022,5123.5,90.9,134.75,292.2,1226,77.4,52.7,9.79,683,3700,58.1,175.6,252.05,3362.5,1880.5,116,12.1,194.7,771,74.6,537,210.6,89.9,280.3,54,149,116.5,37.55,904.65
8/6/2022,5190,91.3,136.25,297.95,1238,79.7,51.9,9.74,692,3501,59.6,181.1,257.45,3427.5,1843.5,115,11.85,193.3,762,74,565,210.25,92.4,283.75,55.7,154.6,117,37.3,912.9
7/6/2022,5378.5,89.6,137.75,310,1247,80.3,50.3,9.78,689,3795,61.05,186.9,257.3,3436,1884,113.25,12.05,196.3,794,74.45,567,215.65,95.9,281.95,57.2,176.5,116.25,37.2,912.5
6/6/2022,5438,89,136.75,311.6,1248.5,80.5,50.5,9.8,696,3881,61.4,187,251.2,3449.5,1764.5,115.25,12,193.55,795.5,74.6,561,215.05,96.9,279.25,57.3,179.25,114.25,37,907.95
