Fecha,AL30,ALUA,AUSO,BMA,BYMA,CEPU,CGPA2,COME,CVH,DICP,EDN,GGAL,LOMA,MIRG,MOLA,MOLI,MORI,PAMP,PR13,SUPV,TC23,TECO2,TGNO4,TGSU2,TRAN,TX26,TXAR,VALO,YPFD
9/8/2021,5965,61.5,82.9,248.4,799,43.4,24.9,4.82,328,2530,39.8,144.5,275.55,2142.5,1069,91,15.3,109.8,741,69.5,395,180.45,54.9,166.15,32.25,125.6,84.3,23.25,802.65
6/8/2021,5948,61,83.6,246.55,800.5,42.95,25.35,4.91,331,2557,40.3,145.4,283.6,2131,1089.5,90,15.3,110.85,742,69.4,395,186.15,53.1,171.85,32.7,125.7,80.8,23.55,786.75
5/8/2021,5993,61,86,247.9,799.5,43,25.8,4.8,332,2550,40,145.75,287,2116,1068,91.2,15.05,110,740,69.25,397,182.7,53.2,165.55,32.6,125.6,83.5,23.85,789.6
4/8/2021,6033,59.8,84.9,244.1,790,42.55,25.35,4.6,329.5,2532,39.85,143.55,288.35,2002,1030,88.7,15,109.65,730,69.3,396.95,180,52,158.2,31.35,124.5,83.1,23.85,756.9
3/8/2021,6056,61.1,89.8,246.65,790,44.65,26,4.5,332,2514.5,41,145.6,292.15,1993.5,957,88,15.2,111.45,730,69.8,383,180.1,53.4,162.65,32.049,123.05,82.9,23.95,777.55
2/8/2021,6052,61.5,91,242,785,45.85,25.8,4.5,333.5,2505,40.3,142.35,289,1989,877,85.6,15.05,111.85,725,68.55,390,181,51.3,159.55,32.35,123.4,84.5,23.8,778.45
30/7/2021,6058,60.3,91.3,245.8,780,44.65,26,4.33,339,2501,39,142.55,289.65,1978.5,894,85.4,15.45,113.75,727,69.3,387,181.65,51.7,159.05,32.45,122.75,84.2,24.3,788.75
29/7/2021,6055,60.4,92.4,252.1,780,45,25.6,4.4,345,2500,39.85,147.6,297.05,1989,934,87.3,15.55,119.95,726,70.7,390,184,53,162.3,33.55,122.8,85.1,24.95,802.45
28/7/2021,6055,59.4,89.6,253.15,779,44.3,25.85,4.51,339,2496,38.9,149.05,291.9,1986.5,950,87,15.45,119.5,724.9,70.4,389,184.05,52.8,161.2,32.95,122.5,83.6,25.15,775.9
27/7/2021,6061,59.1,94,252,773,42.75,26,4.59,340,2503,38.75,147.2,284.45,1969,1030,88,15.4,119.6,723.9,69.4,392,181.4,53.9,163.8,33.4,122.65,80.1,25.45,771.7
26/7/2021,6061,59.4,95.7,250.3,773,41.95,26.3,4.7,349,2498,38.7,148.15,285.1,1969,1054,86.5,15.45,117.3,724.1,69.8,397,180.7,54.1,163.05,33.7,123.25,78.5,25.5,782.4
23/7/2021,6071,59.9,96.5,246.9,766,40.75,26.3,4.74,353,2494,38.85,144.7,276.3,1960.5,1060,89,15.35,116,724.8,68.9,385,178.9,55.5,158.95,34.4,121.3,79.2,25.45,765.45
22/7/2021,6042,59.9,97.6,253,768,41.3,26.3,4.68,362.5,2485,38.45,147.5,276.3,1963.5,1095,90,15.7,118.7,724,71.5,388,182,56.4,160.6,34.4,120.6,79.5,25.7,783.6
21/7/2021,6050,59.2,98,259.45,774.5,41.5,26.45,4.65,375,2490,39.2,148.95,272.45,1966,1098,89.8,15.5,116,723,72.65,380.25,184.5,56.2,160.45,34.35,120.5,79.8,25.85,785.55
20/7/2021,6036,57.1,96,247.35,769,40.6,24.95,4.39,361.5,2470.5,37.4,142.7,264.9,1939.5,1109,88,15.5,114.95,724,69.25,,178.95,55.3,161.5,33.3,119.7,74.6,25.5,747.35
19/7/2021,5950,55.5,95.9,248,767.5,40.7,25.2,4.07,363,2495,36.9,140.4,255.95,1924,1075,86.7,15.45,109.1,723,68.1,388,176.1,54.7,154.8,32.549,120.65,72.8,25.2,736.7
16/7/2021,5893,57.2,97.8,248.1,757,40.7,26,4.23,351.5,2513.5,37.5,142.85,258.6,1956.5,1138,88,15.55,110.25,727,68.6,388,178.35,54.9,156.5,33,121,75.1,25.5,744
15/7/2021,5840,57.2,97.6,250.6,750,41.3,25.3,4.39,350,2491,38,144.85,264.65,1961.5,1100,87.9,16,107.6,727,70,386.45,176.05,55.1,158.1,33.3,120.1,75,25.4,764.45
14/7/2021,5804,57.8,98,256.95,757,41.95,25.65,4.55,346.5,2483.5,38.7,147.85,256.95,1958.5,1073,89,15.9,108.65,725,70.85,385,175,55.8,157.2,33.2,119.4,74.6,25.6,779.5
13/7/2021,5748,58.4,99,258.2,754,41.95,26.8,4.71,353.5,2450,38.35,147.9,248.55,1965,1052,88.5,16,113.15,728,71.5,380,174.45,56.4,164.35,32.75,118.5,74.8,25.6,793.6
12/7/2021,5694,58.2,97.8,256.45,749.5,41.5,26.5,4.84,352,2420,37.95,148.15,252.6,1965.5,1043,89.5,16,112.8,750,70.5,385,177.05,56,164.4,32,117.7,74.2,25.85,788.8
9/7/2021,,57.8,98.8,245,742,40.45,26,4.81,350.5,,36.6,142.35,240.3,1953,1020,88.5,16.1,108.75,,67.15,,173.75,54.1,154.95,30.8,,74.4,25.75,744.8
8/7/2021,5638,57.8,98.8,245,742,40.45,26,4.81,350.5,2419.5,36.6,142.35,240.3,1953,1020,88.5,16.1,108.75,747,67.15,384,173.75,54.1,154.95,30.8,117.8,74.4,25.75,744.8
7/7/2021,5620,58.7,98.6,250.05,745,42.2,26.25,4.88,346.5,2396,37.4,145.8,241.7,1960,1015,88.6,16.4,107.9,747,69.4,377.5,175,56.1,157.75,30.7,117.65,76,26.3,767.9
6/7/2021,5621,59,97.7,252.7,745,42.3,26,5,356.5,2381.5,37.8,144.9,239.9,1965,1037.5,88.8,16.35,105,741,69.9,375,175.7,56.1,157.1,31.45,116.3,76.6,26.45,767.9
5/7/2021,5644,60.1,98.3,265.9,736,42.55,26.5,4.83,367,2365,38.75,150.5,242.85,1974,1025,88,16.3,107.85,735,71.55,374,183.35,56.5,162,32.4,116.15,75.8,26.55,797.35
2/7/2021,5667,58.8,95.5,258.95,727,42.6,26.65,4.4,366,2350,38.7,146.7,229.5,1955.5,1000,87.7,16.35,104.6,740,70.3,369.75,177.45,55.5,158.9,32.2,115.9,73.2,26.25,794.05
1/7/2021,5569.5,58.2,95,253.35,715,41.85,25.6,3.98,363,2320,39.4,145,225.05,1898,980,88.5,16.45,102.1,739,68.55,364,175.05,55,153.55,31.5,114.6,70.1,25.6,800
30/6/2021,5586,58.2,94.5,255.25,714.5,42.1,25.5,3.77,370.5,2310,39.75,146.6,231.75,1902.5,962,90.8,16.5,102.45,739,69.3,368,182.25,57,156.65,31.5,114.25,70.6,25.7,790.3
29/6/2021,5599.5,60.3,92.4,258.149,724,40.9,26.4,3.86,367,2335,38.6,148.55,233.7,1901,945,84.9,16.45,100.9,742,70.25,370,185.4,56.9,161.1,31.3,114.5,73.5,25.3,783.15
28/6/2021,5740,58.9,93.5,265,723.5,40.9,27,3.9,373,2367,40.65,153.95,234.95,1917,950,85.5,16.05,102.55,740,72.65,375,184.5,59.1,164.25,32,115,74.8,25.5,807
25/6/2021,5760,59.5,93.4,269.7,735.5,42.1,27.4,3.64,374.5,2450,42.2,155.5,237.4,1924,938,87,15.6,104.35,730.1,72.55,375,190.6,60.7,169.05,31.6,115.5,77.1,25.75,831.65
24/6/2021,5856,60.2,96.9,278.4,764.5,42.75,28.1,3.49,380.5,2458,42,162.5,244.4,1963,978.5,89.5,15.85,109.8,731,77.1,370,191.45,59.2,173.9,32,115.8,76.8,26.85,871.4
23/6/2021,5910,59,96.6,278.8,759.5,42.7,29,3.37,372.5,2455,41.65,163.05,238.8,1957.5,975,89,16.2,111.05,735,74.4,370,193.45,57.3,173.5,31,115.1,73.3,27.2,857.65
22/6/2021,5929,57.3,94.4,286.9,766,42.55,29.8,3.31,367.5,2460,40.65,165.15,235.2,1974.5,960,87.5,16.2,114.45,739.5,76.75,369,185.95,56.5,168.5,31.25,115.25,70.3,27.5,874.3
21/6/2021,,57,93.4,285.5,768.5,43,30,3.19,369,,40.75,161.65,230.3,1961.5,969,89,15.9,110.05,,78,,187.05,58.1,170.65,32.549,,69.6,27.95,847.95
18/6/2021,5990,57,93.4,285.5,768.5,43,30,3.19,369,2445,40.75,161.65,230.3,1961.5,969,89,15.9,110.05,738.9,78,365,187.05,58.1,170.65,32.549,114.8,69.6,27.95,847.95
17/6/2021,6039,58.5,89,291.6,769,45.3,30,3.29,371,2450,41.9,165.85,234,1959,995,92,16.4,113.15,731,74.7,365,197.7,57.3,170.15,32.2,114.8,71,28.4,861.35
16/6/2021,6043,59.2,83.4,301.5,753.5,45.05,29.5,3.36,373.5,2450,42.6,168.8,237.55,1985,980,93.9,16.7,113.35,735,76.4,363,202,56.1,177,33.6,115.1,70.6,28.6,899.85
15/6/2021,6028.5,58.4,82,294.1,750,44.8,29,3.36,369,2463,42.45,165,236.5,1995.5,937,90,16.9,112.3,730,76.4,365,201.85,54,179.05,33.85,115.35,70.3,28.65,894.85
14/6/2021,6049.5,58.3,81,290.4,748.5,45.15,29.05,3.35,373,2474,43.5,164.65,234,1993.5,918,88.5,17.05,112.2,738.9,75.55,363,202,51.1,174.85,33.35,115.3,70.1,28.65,891.15
11/6/2021,6060,57.4,78.4,290.25,746.5,44.7,28.5,3.27,363,2465,42.25,162.8,235.95,1978,894,88.4,16.95,109.85,739,73.15,363.6,204.7,50.5,176.65,31.4,115.45,68.7,29,878.95
10/6/2021,6022.5,57,79.6,301.2,744,46.3,30,3.3,363.5,2469,41.8,170.6,242.4,1986.5,908,90.5,16.9,114.15,752,74.05,361,215.9,50.3,186,31.65,115.95,67.9,29.35,932.15
9/6/2021,6010,56.7,79,303.5,757,46.75,28.2,3.12,364.5,2461,45.9,168.95,240.65,1988,902,91.5,17,115.45,751,76,360.5,215.95,53,186.4,33.4,115.75,68.6,28.8,910.1
8/6/2021,5933.5,55.2,77,293.55,763,44.2,25.55,3.08,356,2465,42.1,161.6,236.3,1956,818,89.5,16.55,116.15,752,72.8,361.5,208.5,51.2,175.45,31.05,115.5,66.9,28.35,909.1
7/6/2021,5845,56,78.6,305.4,787.5,45.2,24.65,3.17,349,2459,41.3,169.1,240.5,1964.5,818,90.3,16.95,117.05,750,77.1,363,208.15,50.3,181.45,30.4,115.8,67.2,28.7,950.05
4/6/2021,5767,56.6,74.8,293.45,758.5,43.3,21.6,3.19,335,2425,36.1,164.85,236.1,1937.5,792,88.3,17.35,113.8,740,75.05,364,195.6,49.5,178.45,29.45,115.6,69,28.2,888.25
3/6/2021,5817,54.5,71.4,287.75,749.5,41.35,20.2,3.15,337,2396,34.5,157,232.3,1899.5,794,86.6,16.8,113.2,740,71.3,362.95,189.9,47.1,176.35,28.4,115.1,66.2,27.65,850.95
2/6/2021,5870,52.9,65.8,279,753,40.15,20.1,3.17,333.5,2373,32.6,150.9,236.85,1821.5,790,87.3,16.95,110.85,740,68.7,362.5,191.5,45.9,169.95,28.1,114.85,64.2,27.25,816.5
1/6/2021,5730,51.6,66.5,274.25,736.5,39,19.95,3.15,328.5,2354,31.25,150.5,232.1,1745,798,85.6,16.8,106.6,743,65.3,361.95,189.8,42.8,164.8,27.5,114,61.5,27.15,800.3
31/5/2021,5656,52.7,65.9,267.6,736.5,36.4,19.1,3.04,326.5,2348,30.95,145.15,225.95,1757,785,85.6,16.75,98.3,739,62.85,356,189.25,40.15,152.2,26.35,114,63.4,27.1,749.95
28/5/2021,5638,51.9,65.7,269,744,35.85,19,3.02,330,2342,31.25,145.4,220,1756,765,83.5,15.8,100.35,740,63.05,355,187.35,38.7,153,26.45,114.05,62.5,27.25,762.6
27/5/2021,5679,50,62.5,254,761.5,34.95,18.55,2.96,330,2334,30.85,139.3,214.1,1729,760,79.6,15,96.55,731,60.75,356,183.95,38.5,148.55,26.2,114.15,60,27.55,746.55
26/5/2021,5603,48.1,58.2,249.4,712.5,34.05,17.8,2.87,318.5,2328,29.95,136.9,216.25,1684.5,748,77.2,15.1,97.15,731,59.5,363,171.9,37.2,145.7,25.3,114,59.4,26.95,740.2
24/5/2021,,48.45,57.5,250.1,704,32.35,17.35,2.93,318.5,,28.45,135.15,214.15,1667.5,763,75.7,15.1,96.8,,59.1,,171.75,36.3,150,24,,58.6,26.55,734.25
21/5/2021,5459.5,48.45,57.5,250.1,704,32.35,17.35,2.93,318.5,2327,28.45,135.15,214.15,1667.5,763,75.7,15.1,96.8,725,59.1,363,171.75,36.3,150,24,114.3,58.6,26.55,734.25
20/5/2021,5469,49.95,58,258.35,697,32.6,17.5,2.95,321.5,2325,27.7,139.35,217.3,1669.5,768.5,73.8,14.9,97.5,726,60.25,354.6,171.45,36.6,152.75,23.95,113.7,59.7,26.1,744.1
19/5/2021,5488,48.9,57,250.75,685.5,32.2,17.55,2.86,322.5,2283,27.65,134.95,211.95,1630.5,769.5,73,14.75,96.55,726,58.8,355,172.05,36.5,151.2,24,112.5,59,25.35,735.9
18/5/2021,5540,48.45,56,249.5,680.5,32.05,17.5,2.85,312.5,2256,27.7,135,208,1630.5,769,73.4,14.75,97,723,59.8,353,171.45,36.95,153.85,24.2,112.35,57.9,25.95,752.5
17/5/2021,5521,48.45,56.5,251.45,683.5,32.85,17.4,2.87,307,2270,28.05,136.25,209.6,1639.5,772,73.3,14.8,95.85,719,58.4,356,162.95,38,154.05,24.55,112,57.4,26.1,741.45
14/5/2021,5410,47.75,55,242.9,696,32.45,17.45,2.81,311.5,2260,27.85,130.9,199.3,1634.5,787.5,74.2,14.85,99,716,56,353,162.25,38.15,147.8,24.2,111.5,59.1,25.85,702.8
7/5/2021,5289,46.75,53.5,218.5,705.5,32.2,17,2.56,280,2150,27.5,123,187.35,1607,757.5,71.1,14.6,89.75,722,54.7,329,144.95,36.6,140,23.9,106.5,56,24,620.05
6/5/2021,5365,45.55,53.1,205.95,685.5,31.5,17.1,2.52,278.5,2155,27.4,117.45,186.2,1592,758,71.9,14.7,85.9,723,53.9,339.95,141.2,36.05,136.3,23,106.75,54.8,23.3,595.2
5/5/2021,5403,45.35,54.4,207.85,650,31.35,17.5,2.44,276.5,2130,27.85,115.85,186.7,1581.5,756,70.1,14.55,86.5,722,53,335,144.8,36.55,137.25,22.9,107.5,55.1,22.95,603
4/5/2021,5415,45.1,55,205,647,31.4,17.4,2.43,275,2120,27.9,114.3,186.3,1573,759,71.8,14.6,85,719,52.7,333.95,145.7,36.6,138.3,23.05,107.3,55.1,22.5,581.75
3/5/2021,5395,45.4,54.6,209,639,32.15,17.4,2.41,277,2136,27.7,115.55,185.15,1597,754,73,14.9,84.6,715,53.5,331,147.35,35.5,141.7,23.8,107,54.8,22.85,587.75
30/4/2021,5351,45.85,53.6,209.25,640.5,32.35,17.2,2.43,279.5,2146,27.75,116.75,186,1601,755,75.5,15,84,719.9,54,339,147.95,36.35,139.35,23.8,107.3,55,23.25,590.1
29/4/2021,5362,46.6,54,216.3,640,32.5,17.5,2.43,283,2127,27.5,119.2,185.35,1587.5,760,75.7,15,86.7,702,55.4,338,147.35,36.95,142.35,23.75,106.15,56.2,23.9,620.2
28/4/2021,5405,46.15,54.6,217.1,650.5,32.25,17.4,2.47,284,2123,27.55,121.45,186.9,1534.5,769.5,75,15.1,85.75,706,55.9,335,148.5,36.95,142.5,24.1,105,55.1,24,616.3
27/4/2021,5340,44.85,54.5,214.95,640,31.15,17.1,2.43,272.5,2120,27.4,119.45,187.45,1526,779,75.8,15,82.95,709,56.3,338,140.2,37,136.45,23.8,105.7,54.2,23.4,594.2
26/4/2021,5240,44.5,53,197,641,30.95,17.2,2.43,261.5,2127,27.25,114.25,185.65,1504,774.5,73,15,83.05,703.5,53.7,335,139.55,37.1,133.85,23.7,105.7,53.8,23.2,579.5
23/4/2021,5077,44.3,53.8,190.85,641,31.15,17.2,2.39,260.5,2130,26.5,109.5,183.95,1520.5,783.5,72.9,15.1,84.3,713,52.5,338.5,139.65,36.65,134.4,22.85,106.2,54.2,22.85,571.7
22/4/2021,5001,43.2,53.2,192.05,640,31.5,17.1,2.39,257.5,2124,27.3,109,180.25,1527,773.5,72,15.15,86.2,713,51.9,,143.4,35.4,134.4,22.95,105.9,51.2,22.85,573.55
21/4/2021,4996,43.95,53,195.75,640,31.7,16.5,2.35,257.5,2120,27.25,110.65,183.35,1540,775,73.8,15.1,87.15,713,52.55,338.5,144.6,34.35,135.15,22.3,104.7,51,22.5,584.4
20/4/2021,4980,43.35,52.9,192.2,630,31.35,16.5,2.34,251.5,2130,26.5,109.35,178.65,1510,775,74,15.15,87.3,708.5,50.9,339,145.6,31.7,132.8,21.5,104.8,49.95,22.2,573.5
19/4/2021,4962,44.5,53.9,198.3,629,31.8,16.5,2.37,258,2149,26.75,112.55,183.75,1580,789,74,15.2,88.8,707,50.6,339,150,32.45,138,22.1,105.2,51.1,22.7,590.3
16/4/2021,4915,44.65,53,196,629,31.65,16.9,2.36,264,2160,27,111,182,1590.5,798,75,15.55,87.7,703.5,50.2,335,150.7,32.45,131.1,22.1,104.7,50.5,22.35,591.3
15/4/2021,4920,45.05,54.9,189.25,629,30.7,17.15,2.32,267,2125,26.4,109.7,184,1578.5,786,74.1,15.8,84.95,697,48.95,330,152.65,32.45,128.25,21.7,103.6,49.75,22.25,586
14/4/2021,4971,46.55,52.5,192.85,631,31,17.45,2.31,268.5,2095,27,110.2,182.55,1578,790,72.5,14.9,84.85,699,49.45,,154.4,33,128.25,22.15,102.8,49.7,22.8,588.2
13/4/2021,4970,47.05,52.5,194.1,631,31.55,17.5,2.37,267,2085,26.9,110.3,185.1,1576.5,789,73.2,15.15,85.9,692.9,50.45,333,153.5,33.2,130.85,22.9,102.85,50.3,23.3,588.4
12/4/2021,4974,47.05,52.3,195.3,627,31.75,17.5,2.37,267,2090,26.4,110.9,187.25,1608.5,740,76,15,87.95,710,52.5,334,158.6,33.7,135.6,22.6,102,49.4,23.75,594.95
9/4/2021,4935,48.25,53.8,198.5,632,32.45,17.45,2.43,271.5,2060,27,113.85,189,1607,737,77,15.65,87.3,713,51.25,330,162.9,34.15,138.6,22.8,102.45,50.9,24.2,604.25
8/4/2021,4975,48.55,54.9,201.75,629.5,33.25,17.45,2.44,278,2035,27.4,115.8,191.8,1609.5,730,76,15.6,87.6,720,52.3,333,171.3,34.25,140.15,22.9,100.2,51.6,24.8,625.5
7/4/2021,4970,48.1,54.8,201.85,633.5,33.25,17.5,2.47,279.5,2020,27.15,116.65,198.2,1617.5,717,76,15.55,88.5,724,52.35,320,175.1,34.3,139,23.2,99.4,52.8,24.85,639.95
6/4/2021,4975,48.65,53.2,206.45,633,33.55,17.5,2.45,277.5,2010,26.9,116.35,193.85,1617.5,717,75.1,14.9,90.4,719.9,53,326,172.05,34.9,144.1,23.1,98.4,52.2,24.4,646.6
5/4/2021,4942,47.15,52.8,196.55,628,32.75,17.6,2.38,267.5,2019,25.95,112.85,189.8,1594.5,698.5,74.9,14.9,87.9,719.9,51.75,328,162,33.05,142.8,22.45,97.65,50.7,23.9,606.2
2/4/2021,,47,52.5,196.9,628,32.3,17.15,2.38,275,,25.55,111.4,186.35,1587.5,687,75.5,15.25,86,,50.05,,161.4,33.4,139.1,22.3,,50.1,23.95,598.1
1/4/2021,,47,52.5,196.9,628,32.3,17.15,2.38,275,,25.55,111.4,186.35,1587.5,687,75.5,15.25,86,,50.05,,161.4,33.4,139.1,22.3,,50.1,23.95,598.1
31/3/2021,4830,47,52.5,196.9,628,32.3,17.15,2.38,275,2001,25.55,111.4,186.35,1587.5,687,75.5,15.25,86,705,50.05,331,161.4,33.4,139.1,22.3,98.85,50.1,23.95,598.1
30/3/2021,4814,47.4,52.4,199.05,630,30.95,17.2,2.39,265.5,1996,26,112.75,187,1584,700,75,14,86.5,700,51.05,329,157.45,34.15,139.6,22.65,98.3,50.7,23.9,597.4
29/3/2021,4801,45.4,51.8,198.2,623.5,30.35,18,2.31,262.5,2005,25.35,109.2,178.95,1579.5,699,74.9,14.2,85.2,700,49.95,332,158.55,33.9,139.45,22.3,99.4,49.9,23.95,591.35
26/3/2021,4890,43.1,51.9,200.1,625.5,30,17.6,2.3,269.5,2005,25.15,110.15,177.9,1589,697,74,13.85,81.35,702,51.05,333,157,33,130.85,22.05,100.9,46.85,23.6,596.1
25/3/2021,4991,42.4,52.5,201.1,616,30,17.9,2.34,287,2025,25.4,111.95,180,1565,699,74,13.6,84.35,703.5,51.4,333,163,33.75,130,22.5,102,47.25,23.3,601.95
24/3/2021,5140,44.55,53.1,216.9,636,31.3,18.05,2.4,300.5,2050,26,116.55,180.9,1606.5,701,77.8,13.95,86.75,703.2,54.7,335,168.8,35.7,133,23.05,102.4,49.15,23.55,618.3
23/3/2021,5140,44.55,53.1,216.9,636,31.3,18.05,2.4,300.5,2050,26,116.55,180.9,1606.5,701,77.8,13.95,86.75,703.2,54.7,335,168.8,35.7,133,23.05,102.4,49.15,23.55,618.3
22/3/2021,5212,44.3,52.5,216.45,630.5,31.3,18.7,2.41,312.5,2069,25.9,117.25,180.3,1614,700,79,14.3,88.5,712,54.85,333,175.55,36.45,135.8,23.1,103.1,48.45,24.2,647.7
5/3/2021,5213,43.3,55.8,200.05,635.5,31.45,18.25,2.39,296.5,2183,26,109.9,162.65,1447.5,660,77,15.4,82.05,740,54.7,334,166.1,39,137.05,23.55,105.25,47.85,24.75,637.3
4/3/2021,5279,44.75,56.7,205.75,645.5,30.6,18.2,2.45,294,2198,25.9,113.45,169.75,1419.5,667,76.2,15.7,82,742.5,54.85,334,166.4,39.9,132.8,24.2,105.75,47.35,24.75,646.15
3/3/2021,5292,44,54.8,206.95,645.5,31.2,18.25,2.43,309,2190,26.8,112.35,169.9,1409.5,680,77.4,15.15,79.9,742,55.15,335,168.4,40.3,132,24.7,105.85,47.3,24.85,610.7
2/3/2021,5312,45.1,55,212.4,645,32.35,19,2.45,314,2160,27.55,114.85,170.7,1441.5,691,78.9,15.25,79.45,741,57.4,333,170.95,40.3,137.3,25.5,104.65,48.7,26,611.55
1/3/2021,5289,47,57,212.9,629.5,32.8,19.7,2.5,308,2132,27.7,115.3,172.5,1470.5,690,80.1,15.5,79.9,738,58.85,329,170.95,41.35,141.25,26,103.9,51,25.85,642.05
26/2/2021,5235,46.35,56.4,202.55,616.5,32.05,18.8,2.55,313.5,2090,27,112.65,169.1,1483.5,684.5,80.2,15.55,78,731,56.85,332,171.95,41.4,138.85,26.35,102.45,51.9,25.65,639.05
25/2/2021,5176,46.2,56.9,204.8,626,32.25,19.5,2.57,314,2090,27.6,115.4,173.85,1514,691.5,80,15.7,78.1,724,56.7,330,172.95,42.1,141,26.7,102.5,51.6,25.7,646.4
24/2/2021,5085,45.45,57.9,213.5,619,32.4,18.35,2.57,315.5,2088,27.9,118.2,176.85,1516.5,682.5,83,16.15,82.2,725,57.65,332,179.35,42.8,144.1,27.25,101.7,52.9,25.95,635.2
23/2/2021,5000,43.95,57.4,200.05,606,31.8,18.9,2.46,311.5,2079,27.3,113.9,174.55,1470.5,690,77,15.75,81.15,720,55.5,328,171.15,41.9,143.35,26.55,101.2,51.3,25.4,592.55
22/2/2021,4984,45.7,58.6,206.6,623,33,19.5,2.5,318.5,2127,27.5,120.05,172.1,1448,695,80,16,83,725,59.55,325,172.95,42.8,142.15,27.05,102.8,53.4,25.9,613.25
19/2/2021,5090,47.25,61,221.6,623,34.3,19.45,2.6,327.5,2146,27.85,126.5,176.05,1421.5,689,82,16.5,85.25,727,67.15,330,179.3,44.6,149.95,28.25,102.75,52.3,25.65,640.7
18/2/2021,5210,47.75,60.9,229.55,621,34,19.5,2.6,338,2150,28,128.65,178.35,1425,698,80.5,16.85,85.65,727,68.55,,187.35,44.5,154.25,28.8,103.25,51.1,25.95,672.4
17/2/2021,5185,48.3,59.5,229.4,622,34.8,19.6,2.59,340,2204,28.1,126.05,179.05,1437,697.5,81.8,15.9,88.25,724,64,330,192.8,43.95,158.55,28.45,103.1,51.3,26.1,708.65
16/2/2021,5382,49.25,61.5,223.25,616.5,35.05,19.6,2.66,341.5,2190,27.75,123.85,178.3,1460.5,697.5,80,15.9,84.55,711.9,57.35,328,195.55,42.3,150.8,28.25,102.6,50.8,26.9,684.95
15/2/2021,5382,49.25,61.5,223.25,616.5,35.05,19.6,2.66,341.5,2190,27.75,123.85,178.3,1460.5,697.5,80,15.9,84.55,711.9,57.35,328,195.55,42.3,150.8,28.25,102.6,50.8,26.9,684.95
12/2/2021,5382,49.25,61.5,223.25,616.5,35.05,19.6,2.66,341.5,2190,27.75,123.85,178.3,1460.5,697.5,80,15.9,84.55,711.9,57.35,328,195.55,42.3,150.8,28.25,102.6,50.8,26.9,684.95
11/2/2021,5490,49.15,61.4,226.7,604.5,36,19.4,2.62,348.5,2120,27.7,125.4,184.6,1495,705,82.5,15.85,83.15,703,59.05,320,194.85,42.6,151.05,28.3,100.1,50.5,27.25,676.85
10/2/2021,5608,49.5,61.8,226.65,595.5,36.6,19.45,2.68,357.5,2130,28.3,125.95,178.5,1501,702.5,83,15.7,83.9,716,58.2,320,199.75,43,153.5,28.55,99.05,50.5,27.35,689
9/2/2021,5628,49.3,63,227.75,603.5,37.4,19.6,2.73,367,2110,28.1,126.95,175.35,1490.5,703,82,15.8,85.6,718,59.3,320,201.8,42.8,154.8,28.95,97.9,49.5,27.65,700.8
8/2/2021,5628,48.7,63.1,229,608,37.4,19.65,2.71,376,2105,27.7,126.95,171.05,1486.5,709.5,82.9,16.05,84.8,717,57.75,319,202.7,42.8,156.2,28.95,97.6,48.85,27.95,688.8
5/2/2021,5630,48.65,64.5,221.6,605,36.4,19.15,2.62,368,2119,27.45,126.2,166.95,1465,707,83,15.9,84.2,713,57.5,320,203.1,41.5,157,27.4,98,48.9,28.4,641.5
4/2/2021,5642,47.85,64.1,213.05,600,35.55,19.2,2.71,363,2120,28.45,123.45,169.05,1454,706.5,81,16,83.65,725,55.8,326,202.95,41.4,157.2,27.65,99.8,49,28.5,655.05
3/2/2021,5642,48.3,60,207.5,606,35.25,19.2,2.66,350.5,2140,28.25,118.35,166.05,1476,706,81.8,16.1,80.1,720,54.4,326,204.9,42.2,154.7,27.55,100.5,49.1,28.05,646.9
2/2/2021,5651,49.15,60.6,205.65,600,35.25,19.15,2.52,357.5,2135,26.9,119.2,165,1477.5,712.5,80.4,15.7,80.6,715,54.05,330,206.65,42.05,155.55,26.6,100,50.8,27.65,618.75
1/2/2021,5650,48.65,61.5,207.6,601,35.4,18.6,2.45,355,2080,26.4,119.15,159.4,1504.5,705,80.2,15.8,81.25,702.5,55,319,199.05,41.6,153.7,26.95,97.5,50.2,27.1,626.15
29/1/2021,,48,62.7,203.7,595.5,33.95,18.95,2.42,352,,26.1,115.7,157.25,1560,710,81.5,15.55,78.45,,53.65,,199,41.5,151.65,26.4,,48.3,27.15,588.25
13/1/2021,5649,52.8,70,213.35,604.5,37.05,19.3,2.39,384,1885,26.5,121.2,167.9,1585.5,700,86,16.2,77.2,680,57.9,299.5,196.5,40.5,161.7,27.1,87.54,55.1,28.15,628.9
12/1/2021,5660,53.2,70,217.45,606,36.6,19.45,2.4,380,1900,26.1,121.45,170,1558.5,700,85.5,15.75,76.05,695,57.3,300,198.7,40.75,160.75,27.2,87.95,56.2,28.05,640.35
11/1/2021,5698,53.8,69.8,214.2,600,36.1,19.45,2.4,384.5,1910,25.8,120.25,165.8,1579.5,683,85.5,15.95,74.55,691,57.75,300,198.9,41,159.15,27.75,87.48,56.5,27.85,667.55
8/1/2021,5749,53.4,69.6,221.55,602.5,36.7,19.9,2.41,392,1929.5,26.9,122.65,166.45,1588.5,702,86.9,16.35,76.7,692,59.55,299,199.95,41.4,155.7,27.85,89,55.2,28.15,689.7
